BibTeX_Key,Reference_Number,Authors,Title,Year,Bibliographic_Details,DOI,DOI_URL,Traceability_Group,Group_Label,Traceability_Cluster,Cluster_Label
r78,78,S. Purohit and R. L. Neupane and N. R. Bhamidipati and V. Vakkavanthula and S. Wang and M. Rockey and others,Cyber Threat Intelligence Sharing for Co-Operative Defense in Multi-Domain Entities,2023,"IEEE Transactions on Dependable and Secure Computing, vol. 20, pp. 4273 - 4290",10.1109/TDSC.2022.3214423,https://doi.org/10.1109/TDSC.2022.3214423,G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r79,79,T. Jiang and G. Shen and C. Guo and Y. Cui and B. Xie,BFLS: Blockchain and Federated Learning for sharing threat detection models as Cyber Threat Intelligence,2023,"Computer Networks, vol. 224",10.1016/j.comnet.2023.109604,https://doi.org/10.1016/j.comnet.2023.109604,G4,Representation and semantics,S1,Taxonomies for terminological standardization and classification
r80,80,D. Chatziamanetoglou and K. Rantos and A. Michienzi,Blockchain-Based Cyber Threat Intelligence Sharing Using Proof-of-Quality Consensus,2023,"Security and Communication Networks, vol. 2023",10.1155/2023/3303122,https://doi.org/10.1155/2023/3303122,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r81,81,L. J. B. Amaro and B. W. P. Azevedo and F. L. De Mendonca and W. F. Giozza and R. D. O. Albuquerque and L. J. G. Villalba,"Methodological Framework to Collect, Process, Analyze and Visualize Cyber Threat Intelligence Data",2022,"Applied Sciences (Switzerland), vol. 12",10.3390/app12031205,https://doi.org/10.3390/app12031205,G2,Technical artifacts,T4,"Curation, quality, and operational-data governance"
r82,82,S. N. Matheu-Garcia and A. F. Skarmeta,Defining the Threat Manufacturer Usage Description Model for Sharing Mitigation Actions,2022,Institute of Electrical and Electronics Engineers Inc,10.1109/6GNet54646.2022.9830415,https://doi.org/10.1109/6GNet54646.2022.9830415,G1,Conceptual artifacts,C3,Operationalization of the CTI cycle and SOC/IR integration
r83,83,D. Schlette and M. Vielberth and G. Pernul,"CTI-SOC2M2 -- The quest for mature, intelligence-driven security operations and incident response capabilities: CTI-driven SOC capability maturity model",2021,"Computers and Security, vol. 111",10.1016/j.cose.2021.102482,https://doi.org/10.1016/j.cose.2021.102482,G1,Conceptual artifacts,C4,"Assessment models for maturity, capabilities, and readiness"
r84,84,D. Chatziamanetoglou and K. Rantos,CTI blockchain-based sharing using proof-of-quality consensus algorithm,2021,"Institute of Electrical and Electronics Engineers Inc., pp. 331 - 336",10.1109/CSR51186.2021.9527959,https://doi.org/10.1109/CSR51186.2021.9527959,G1,Conceptual artifacts,C2,"Trust, auditability, accountability, and privacy"
r85,85,S. Gong and C. Lee,Cyber threat intelligence framework for incident response in an energy cloud platform,2021,"Electronics (Switzerland), vol. 10, pp. 1 - 19",10.3390/electronics10030239,https://doi.org/10.3390/electronics10030239,G3,Interoperability,I3,Actionable detection and response formats
r86,86,C. Dalamagkas and D. Asimopoulos and P. Radoglou-Grammatikis and N. Maropoulos and T. Lagkas and V. Argyriou and others,AI4COLLAB: An AI-based Threat Information Sharing Platform - 2024 IEEE International Conference on Cyber Security and Resilience (CSR),2024,pp. 783-788,10.1109/CSR61664.2024.10679429,https://doi.org/10.1109/CSR61664.2024.10679429,G2,Technical artifacts,T6,Operational consumption and integration
r87,87,S. D. Çakmakçı and S. Catalkaya and K. O. Detken and E. Eren,Central Security Incident Management Platform in Industry 4.0 with Threat Intelligence Interface - 2023 IEEE 12th International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications (IDAACS),2023,"vol. 1, pp. 169-174",10.1109/IDAACS58523.2023.10348934,https://doi.org/10.1109/IDAACS58523.2023.10348934,G2,Technical artifacts,T6,Operational consumption and integration
r88,88,A. Ahmad,"A Protocol for Monitoring Network Threats in Real-Time, 2023 Congress in Computer Science, Computer Engineering, & Applied Computing (CSCE)",2023,pp. 2308-2315,10.1109/CSCE60160.2023.00376,https://doi.org/10.1109/CSCE60160.2023.00376,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r89,89,H. M. Mustafa and S. Basumallik and C. Vellaithurai and A. Srivastava,Threat Detection in Power Grid OT Networks: Unsupervised ML and Cyber Intelligence Sharing with STIX - 2024 12th Workshop on Modeling and Simulation of Cyber-Physical Energy Systems (MSCPES),2024,pp. 1-6,10.1109/MSCPES62135.2024.10542775,https://doi.org/10.1109/MSCPES62135.2024.10542775,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r90,90,J. Song,"A Chinese Cyber Threat Intelligence Named Entity Recognition Method - Proceedings of the 4th International Conference on Computer, Artificial Intelligence and Control Engineering",2025,"Association for Computing Machinery, pp. 848--853",10.1145/3727648.3727787,https://doi.org/10.1145/3727648.3727787,G2,Technical artifacts,T2,Operational sharing and dissemination
r91,91,C.-M. Chen and F.-H. Hsu and J.-N. Hwang,Useful Cyber Threat Intelligence Relation Retrieval Using Transfer Learning - Proceedings of the 2023 European Interdisciplinary Cybersecurity Conference,2023,"Association for Computing Machinery, pp. 42--46",10.1145/3590777.3590784,https://doi.org/10.1145/3590777.3590784,G4,Representation and semantics,S2,Semantic entity and relation models
r92,92,D. Westmoreland and G. Hossain,Enhancing Cloud Data Processing with Amortized Analysis and Splay Trees for Cyber Threat Intelligence - Proceedings of the 2023 Fifteenth International Conference on Contemporary Computing,2023,"Association for Computing Machinery, pp. 142--146",10.1145/3607947.3607972,https://doi.org/10.1145/3607947.3607972,G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r93,93,M. Husák and P. Sokol and M. Žádník and V. Bartoš and M. Horák,Lessons Learned from Automated Sharing of Intrusion Detection Alerts: The Case of the SABU Platform,2023,"Digital Threats, vol. 4",10.1145/3611391,https://doi.org/10.1145/3611391,G1,Conceptual artifacts,C3,Operationalization of the CTI cycle and SOC/IR integration
r94,94,M. Wurzenberger and others,"NEWSROOM: Towards Automating Cyber Situational Awareness Processes and Tools for Cyber Defense - Proceedings of the 19th International Conference on Availability, Reliability and Security",2024,Association for Computing Machinery,10.1145/3664476.3670914,https://doi.org/10.1145/3664476.3670914,G2,Technical artifacts,T6,Operational consumption and integration
r95,95,S. He and J. Fu and W. Jiang and Y. Cheng and J. Chen and Z. Guo,BloTISRT: Blockchain-based Threat Intelligence Sharing and Rating Technology - Proceedings of the 2020 International Conference on Cyberspace Innovation of Advanced Technologies,2021,"Association for Computing Machinery, pp. 524--534",10.1145/3444370.3444623,https://doi.org/10.1145/3444370.3444623,G2,Technical artifacts,T2,Operational sharing and dissemination
r96,96,M. Asiri and N. Saxena and R. Gjomemo and P. Burnap,Understanding Indicators of Compromise against Cyber-attacks in Industrial Control Systems: A Security Perspective,2023,"ACM Trans. Cyber-Phys. Syst., vol. 7",10.1145/3587255,https://doi.org/10.1145/3587255,G2,Technical artifacts,T6,Operational consumption and integration
r97,97,Y. Xie and J. Bao and R. Zong and Z. Gu and H. Wang,Few-shot relation extraction approach for threat intelligence based on multi-level attention mechanism and hybrid prototypical network,2025,"Array, vol. 26, pp. 100405",\url{https://doi.org/10.1016/j.array.2025.100405.},https://doi.org/\url{https://doi.org/10.1016/j.array.2025.100405.},G2,Technical artifacts,T3,Ingestion and normalization
r98,98,S.-A. Sadegh-Zadeh and M. Tajdini,An unsupervised machine learning approach for cyber threat detection using geographic profiling and Domain Name System data,2025,"Decision Analytics Journal, vol. 15, pp. 100576",\url{https://doi.org/10.1016/j.dajour.2025.100576.},https://doi.org/\url{https://doi.org/10.1016/j.dajour.2025.100576.},G2,Technical artifacts,T6,Operational consumption and integration
r99,99,I. Sarhan and M. Spruit,Open-CyKG: An Open Cyber Threat Intelligence Knowledge Graph,2021,"Knowledge-Based Systems, vol. 233, pp. 107524",\url{https://doi.org/10.1016/j.knosys.2021.107524.},https://doi.org/\url{https://doi.org/10.1016/j.knosys.2021.107524.},G2,Technical artifacts,T5,"Enrichment, correlation, and analysis"
r100,100,O. Yurekten and M. Demirci,Citadel: Cyber threat intelligence assisted defense system for software-defined networks,2021,"Computer Networks, vol. 191, pp. 108013",\url{https://doi.org/10.1016/j.comnet.2021.108013.},https://doi.org/\url{https://doi.org/10.1016/j.comnet.2021.108013.},G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r101,101,C. Islam and M. A. Babar and R. Croft and H. Janicke,SmartValidator: A framework for automatic identification and classification of cyber threat data,2022,"Journal of Network and Computer Applications, vol. 202, pp. 103370",\url{https://doi.org/10.1016/j.jnca.2022.103370.},https://doi.org/\url{https://doi.org/10.1016/j.jnca.2022.103370.},G2,Technical artifacts,T1,TIPs and end-to-end integrated suites
r102,102,E. Zacharioudakis and E. Kakoulli,A Scalable Cybersecurity Model for Shared SOCs in SMEs - Proceedings of the Fourth International Conference on Innovations in Computing Research (ICR'25),2025,"Springer Nature Switzerland, pp. 257--269",10.1007/978-3-031-95652-2_22,https://doi.org/10.1007/978-3-031-95652-2_22,G2,Technical artifacts,T6,Operational consumption and integration
r103,103,J. Bennaceur and W. Zouaghi and A. Mabrouk,Multi-Dimensional Trust Model: Towards Multi-Layered Secure Architecture for Enhanced Threat Information Sharing,2025,Journal of Systems Science and Systems Engineering,10.1007/s11518-024-5631-y,https://doi.org/10.1007/s11518-024-5631-y,G1,Conceptual artifacts,C2,"Trust, auditability, accountability, and privacy"
r104,104,L. Chase and A. Mohasseb and B. Aziz,"Epistemology for Cyber Security: A Controlled Natural Language Approach - Advances in Information Systems, Artificial Intelligence and Knowledge Management",2024,"Springer Nature Switzerland, pp. 267--282",10.1007/978-3-031-51664-1_19,https://doi.org/10.1007/978-3-031-51664-1_19,G3,Interoperability,I1,Standardized CTI models and formats
